IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI+500nM,IRAK1KI+500nM,IRAK1KI+500nM,IRAK1KI+500nM,IRAK1KI+500nM,IRAK1KI+500nM
IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI+500nM,IRAK1KI+500nM,IRAK1KI+500nM,IRAK1KI+500nM,IRAK1KI+500nM,IRAK1KI+500nM
IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI_NoTreatment,IRAK1KI+500nM,IRAK1KI+500nM,IRAK1KI+500nM,IRAK1KI+500nM,IRAK1KI+500nM,IRAK1KI+500nM
IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+20uM,IRAK1KI+20uM,IRAK1KI+20uM,IRAK1KI+20uM,IRAK1KI+20uM,IRAK1KI+20uM
IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+20uM,IRAK1KI+20uM,IRAK1KI+20uM,IRAK1KI+20uM,IRAK1KI+20uM,IRAK1KI+20uM
IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+DMSO,IRAK1KI+20uM,IRAK1KI+20uM,IRAK1KI+20uM,IRAK1KI+20uM,IRAK1KI+20uM,IRAK1KI+20uM
1000,500,250,125,62.5,31.3,15.6,Blank,1000,500,250,125
1000,500,250,125,62.5,31.3,15.6,Blank,62.5,31.3,15.6,Blank
